so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
Binoy Thomas,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>My Elasticsearch7.8.0 is running in OCI OKE (Kubernetes running in Oracle Cloud). I want to setup Elasticsearch backup snapshot with OCI Object store using OCI Amazon S3 Compatibility API. Added re
sean,0,accept,2.1,Pod,conceptual,0.0,2,3,2,1,2,True,True,"<p>Is it possible to provide environment variables which will be set in all pods instead of configuring in each pods spec?</p>
<p>If not natively possible in Kubernetes, what would be an efficient met"
bhantol,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I refactored my k8s objects to use Kustomization, Components, replacements, patches and got to a good DRY state so that I don't repeat much between 2 apps and between those across dev and test envi"
Anshul Tripathi,0,discard_score,1.6,Secret,conceptual,0.3,1,3,2,1,3,True,False,<p>I created a Kubernetes cluster through Kops. The configuration and the ssh keys were in a machine that I don't have access to anymore. Is it possible to ssh to the nodes through kops even if I have
tobias,0,discard_score,1.7,Role,followup,0.0,2,1,2,1,3,True,True,"<p>I want to use the ClusterRole <strong>edit</strong> for some users of my Kubernetes cluster (<a href=""https://kubernetes.io/docs/reference/access-authn-authz/rbac/#user-facing-roles"" rel=""nofollow "
sebsmgzz,0,review,1.8,Deployment,conceptual,0.3,3,1,3,1,2,True,False,"<p>I am learning about k8s and I am trying to make a deployment out of mongo db.
This are my yamls</p>
<p>Deployment</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVersion: apps/v1
kind: Dep"
Bostone,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I was looking at step-by-step tutorial on how to run my spring boot, mysql-backed app using AWS EKS (Elastic Container service for Kubernetes) using the existing SSL wildcard certificate and wasn't"
SuVeRa,0,accept,2.2,Pod,followup,0.0,2,3,2,1,3,True,True,"<p>When a POD is terminating,  how to get correct status <strong>Terminating</strong> using Kubernetes <strong>REST</strong> API. I am not able to figure it out.
But <strong>kubectl</strong> always re"
Zaman,0,accept,2.6,Pod,conceptual,0.0,3,3,3,1,2,True,True,"<p>Based on <a href=""https://stackoverflow.com/questions/59920413/podman-add-ports-to-expose-to-running-pod"">podman-add-ports-to-expose-to-running-pod</a>
as quote From <a href=""https://stackoverflow."
averell,0,discard_score,1.45,Node,followup,0.0,1,2,2,1,1,True,True,"<p>We have a fairly large kubernetes deployment on GKE, and we wanted to make our life a little easier by enabling auto-upgrades. The <a href=""https://cloud.google.com/kubernetes-engine/docs/how-to/no"
Jens Voorpyl,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want to enable the security features of ElasticSearch and according to <a href=""https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html"" rel=""nofollow noreferrer"""
Meet101,0,discard_score,1.2,Secret,conceptual,0.3,2,1,2,1,1,True,False,"<p>Trying to export vault secrets as an environment variable to k8s pod using vault injector. Following vault documentation <a href=""https://developer.hashicorp.com/vault/docs/platform/k8s/injector/ex"
Prateek Agrawal,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I am trying to create a service which follows vertical replication-</p>
<p><a href=""https://i.stack.imgur.com/olfNe.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/olfNe.png"" alt"
Mahesh,0,discard_g2,0.0,Clusterrole,conceptual,0.0,0,0,0,0,0,True,True,"<p>Can I a list all the namespaces using a role and not a clusterrole resource? If yes, can anyone help me with some example</p>"
Amin Ba,0,accept,2.2,Secret,followup,0.0,2,3,2,1,3,True,True,"<p>I have this kubeconfig file</p>
<pre><code>apiVersion: v1
clusters:
- cluster:
    certificate-authority-data: ***
    server: ***
  name: ***
contexts:
- context:
    cluster: ***
    user: webhoo"
quantumferret,0,discard_g2,0.0,Statefulset,conceptual,0.0,0,0,0,0,0,True,True,"<p>If I have a ConfigMap like so:</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVersion: v1
kind: ConfigMap
metadata:
  name: id-config
data:
  uuid: &quot;{{ randAlphaNum 32 }}&quot;
</cod"
rookie099,0,discard_score,1.5,Namespace,yaml_gen,0.0,1,1,3,1,2,True,True,<p>I would like permit a Kubernetes pod in namespace <code>my-namespace</code> to access <code>configmap/config</code> in the same namespace. For this purpose I have defined the following <code>role</
KJ0797,0,discard_g2,0.0,Persistentvolume,conceptual,0.0,0,0,0,0,0,True,True,"<p>Let's say I create a PersistentVolume of type hostPath:</p>
<pre class=""lang-yaml prettyprint-override""><code>kind: PersistentVolume
apiVersion: v1
metadata:
  name: mypv
spec:
  storageClassName: "
Wei Yang,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Docker provides the following functions to stop and start the same container.</p>
<pre><code>OP46B1:/ # docker stop 18788407a60c
OP46B1:/ # docker ps -a                                             "
Jowz,0,discard_score,1.75,Ingress,conceptual,0.3,3,2,2,1,1,True,False,"<p>I'm new to k8s and trying to get a cluster on GKE set up. I had it working close with just services and nginx built into the frontend image, however the routing was not working correctly, so lookin"
101010,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>In my project, we let developers update a repo containing all of the kubernetes manifests. The repo uses kustomize. I've decided to add a validation / lint step to our CI to catch mistakes early.</"
Doug,0,discard_g2,0.0,Cronjob,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a cronjob that sends out emails to customers.  It occasionally fails for various reasons.  I <em>do not want</em> it to restart, but it still does.</p>

<p>I am running Kubernetes on GKE.  T"
John R Ramsden,0,discard_score,1.75,Pod,conceptual,0.0,2,2,2,1,1,True,True,"<p>As an IT contractor, I was tasked with fixing an issue in a client's software which made simple use of a third-party library to encrypt or decrypt byte strings. For reasons relating to AWS temporar"
Praveen,0,accept,2.15,Pod,conceptual,0.0,3,2,2,1,2,True,True,<p>In K8s i'm practising the example <em>6.1. A pod with two containers sharing the same volume: fortune-pod.yaml</em> from the book <strong>kubernetes in Action</strong>. In volumes concept where my 
jonashackt,0,discard_g2,0.0,Persistentvolumeclaim,conceptual,0.0,0,0,0,0,0,True,True,"<p>We want to use <a href=""https://hub.tekton.dev/tekton/task/buildpacks"" rel=""nofollow noreferrer"">the official Tekton buildpacks task</a> from Tekton Hub to run our builds using Cloud Native Buildpa"
Rohit,0,accept,2.05,Service,yaml_gen,0.3,3,2,3,1,2,True,False,"<p>I am naive in Kubernetes world. I was going through a interesting concept called headless service.</p>
<p>I have read it, understand it, and I can create headless service. But I am still not convin"
Tianxiang Xiong,0,discard_g2,0.0,Cronjob,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to apply the same job history limits to a number of CronJobs using a <a href=""https://github.com/kubernetes-sigs/kustomize/blob/572d5841c60b9a4db1a75443b8badb7e8334f727/examples/patchMul"
joesan,0,accept,2.0,Namespace,yaml_gen,0.0,3,1,3,1,1,True,True,"<p>kustomize build --enable-helm .I have the following project structure:</p>
<pre><code>project
  - helm-k8s
   - values.yml
   - Chart.yml
   - templates
    - base
      - project-namespace.yml
   "
Scott Stensland,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>How to parse the json to retrieve a field from output of </p>

<pre><code>kubectl get pods -o json
</code></pre>

<p>From the command line I need to obtain the system generated container name from "
Zach W,0,discard_score,1.45,Service,followup,0.3,2,2,2,1,1,True,False,<p>I'm configuring Traefik Proxy to run on a GKE cluster to handle proxying to various microservices. I'm doing everything through their CRDs and deployed Traefik to the cluster using a custom deploym
Mr Morphe,0,discard_score,1.6,Job,conceptual,0.3,3,1,2,1,2,True,False,<p>I have a job that runs on deployment of our app. The job runs fine 99.9% of the time but every so often something goes wrong (in the application config) and we need to run commands by hand. Because
Thanos,0,discard_score,1.65,Namespace,yaml_gen,0.0,1,2,3,1,1,True,True,"<p>I am trying to use the module <a href=""https://docs.ansible.com/ansible/latest/collections/community/kubernetes/k8s_module.html"" rel=""nofollow noreferrer"">community.kubernetes.k8s – Manage Kubernet"
digolira2,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Basically, my kubeconfig file has:</p>
<pre><code>apiVersion: v1
clusters:
 - cluster:
      server: &lt;OAM ip address&gt; this is what I want
(...)
</code></pre>
<p>I want to get the server addre"
Ashutosh Patole,0,accept,2.0,Secret,followup,0.0,2,3,2,1,1,True,True,<p>Hi I am trying to add built-in OpenShift(v4.8) prometheus data source to a local grafana server. I have given basic auth with username and password and as of now I have enabled skip tls verify also
Ricky18,0,accept,2.15,Namespace,followup,0.0,3,2,2,1,2,True,True,"<p>I having hard time looping over array values in values.yaml. The Error some kind of syntax/yaml structure related error but the message is so cryptic I have no idea what the issue is:
My values.yam"
theplayer777,0,accept,2.05,Deployment,yaml_gen,0.3,3,2,3,1,2,True,False,"<p>I want to add a resource limit and request using Kustomize if and only if it's not already configured. Problem is that the deployment is in fact a list of deployments, so I cannot use default value"
cs1193,0,discard_g3,0.0,Namespace,conceptual,0.0,0,0,0,0,0,False,True,"<p>I am attempting to install <code>istio</code> in my DO K8s cluster.</p>
<p>I have created a null resource to download <code>istio</code> and run the helm charts using this example - <a href=""https:"
Nishant Mittal,0,review,1.9,Secret,yaml_gen,0.0,2,1,3,1,3,True,True,"<p>I used the following yaml to create a postgres deployment in my kubernetes cluser.</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVersion: v1
kind: Secret
type: Opaque
metadata:
  name: d"
user3132096,0,discard_g2,0.0,Statefulset,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am containerizing spring-boot applications on kubernetes and I want to have a different application property file for each replica of POD.
As I want to have different config for different pod rep"
Pascal Paulis,0,accept,2.0,Namespace,yaml_gen,0.0,3,1,3,1,1,True,True,"<p>I'm using Traefik 2.7.0 on an AKS Kubernetes Cluster 1.22.6.
Currently, everything routes to the same service:</p>
<pre><code>apiVersion: traefik.containo.us/v1alpha1
kind: IngressRoute
metadata:
 "
Victoria Agafonova,0,accept,2.4,Deployment,yaml_gen,0.3,3,3,3,1,3,True,False,"<p>I'm trying to use Kustomize but as a result I have wrong placeholder lines.</p>
<p>I have <code>base/deployment.yaml</code> like this:</p>
<pre><code>apiVersion: apps/v1
kind: Deployment
metadata:
"
rafal1337,0,review,1.8,Deployment,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I'm trying to add envs injection based on <code>envFrom</code></p>
<p>A simplified structure looks something like that:</p>
<pre><code>├── base
│   ├   ─ backend
    │   ├── backend.properties
    "
Max,0,review,1.9,Secret,yaml_gen,0.0,2,1,3,1,3,True,True,"<p>My Kubernetes deployment has an <code>initContainer</code> which fetches a token from a URL. My app container (3rd party) then needs that token as an environment variable.</p>
<p>A possible approac"
asbachb,0,discard_g2,0.0,Persistentvolumeclaim,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a kubernetes pod configuration with a named volume and want to run it via <code>podman play kube</code> which fails for an unknown reason:</p>
<p><code>podman play kube kubernetes.yml</code>"
Ryall,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I can't seem to find any clear information on this anywhere, but is it possible in a Helm chart to require a third party, such as <code>stable/jenkins</code>, and specify configuration values? </p>"
koonig,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am mounting a ConfigMap volume to a pod using Go k8 cient where <code>template-conf</code> is a file (deployed helm yaml in the namespace)</p>
<pre class=""lang-golang prettyprint-override""><code>"
user3573246,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I was wondering if is possible to get resources from <a href=""https://kustomize.io/"" rel=""noreferrer"">kustomize</a> in a private GitHub repository, I already tried something like this without succe"
AVarf,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am searching for a solution that enables me to set up a single node K8s cluster and if I needed I add nodes to it later.</p>

<p>I am aware of solutions such as minikube and microk8s but they are"
Vikas Rathore,0,review,2.0,Namespace,conceptual,0.0,3,1,2,1,3,True,True,"<p>I used below file to create service account</p>
<pre><code>apiVersion: v1
kind: ServiceAccount
metadata:
  name: sa-reader
  namespace: default

---
apiVersion: rbac.authorization.k8s.io/v1
kind: C"
Fabrice Jammes,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Using <code>crictl an </code>containerd<code>, is there an easy way to find to which pod/container belongs a given process, using it's </code>PID` on the host machine?</p>
<p>For example, how can I"
Fares,0,review,1.85,Ingress,yaml_gen,0.3,2,2,3,1,3,True,False,"<p>I hope all is well!</p>
<p>I'm trying to wrap my head around Ingresses and Services. I'm trying to reach my pod thru my ingress hostname:</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVe"
thoredge,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to incorporate a helm chart into my kustomize setup. So I have added it to my <code>kustomization.yaml</code>:</p>
<pre><code>...
helmGlobals:
  chartHome: ../test/vault
helmCharts:
  - "
titanic,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I have a huge patch file that I want to apply to specific overlays. I usually patch files under overlays as it is supposed to be. But the file is same and I do not want to copy it to each overlay. 
mpen,0,review,1.9,Pod,conceptual,0.0,1,3,2,1,3,True,True,"<p>If I do</p>
<pre><code>POD=$($KUBECTL get pod -lsvc=app,env=production -o jsonpath=&quot;{.items[0].metadata.name}&quot;)
kubectl debug -it --image=mpen/tinker &quot;$POD&quot; -- zsh -i
</code></p"
Andrey,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have an overlay <code>kustomization.yaml</code> as following:</p>
<pre><code>apiVersion: kustomize.config.k8s.io/v1beta1
kind: Kustomization

bases:
    - ../../base/

patches:
    - patch.yaml

"
Happy Machine,0,accept,2.05,Pod,yaml_gen,0.3,3,2,3,1,2,True,False,<p>I'm just adding the containers part of the spec. Everything is otherwise set up and working fine and values are hardcoded here. This is a simple Postgres pod that is part of a single replica deploy
Murakami,0,discard_g2,0.0,Serviceaccount,conceptual,0.0,0,0,0,0,0,True,True,"<p>how can I add object to array via Kustomize? As a result I would like to have two <code>ServiceAccount</code>s added to <code>subjects</code>, like so:</p>
<pre><code>apiVersion: rbac.authorization"
cosmos-1905-14,0,accept,2.0,Role,yaml_gen,0.0,3,1,3,1,1,True,True,"<p>Any ideas how can I replace variables via Kustomize? I simply want to use a different ACCOUNT_ID and IAM_ROLE_NAME for each overlay.</p>
<pre><code>apiVersion: v1
kind: ServiceAccount
metadata:
  a"
JAN,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>The field <code>employeeData</code> is of type <code>json</code>.</p>
<p>Consider the query:</p>
<pre><code>select * FROM &quot;employees&quot; where employeeData::text like '%someSampleHere%'
</co"
user804401,0,review,1.95,Ingress,yaml_gen,0.3,3,2,3,1,1,True,False,"<p>We have several services running in OpenShift Cluster. Each service is exposed with a route.</p>
<p>For each route we are creating a SSL Certificate. Problem is around managing Certificate expiry f"
l00p,0,discard_g2,0.0,Storageclass,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to get yaml for the particular storage class using Kubernetes python client, following code does the job:</p>
<pre><code>list_storage_class = v1.list_storage_class(_preload_content=Fals"
Esc,0,discard_score,1.5,Service,conceptual,0.3,2,1,3,1,2,True,False,"<p>What is the port opened by kube-proxy for，Why does it listen on so many ports?
From my node, I can see that kube-proxy is listening to a lot of ports. Can someone explain to me why they are listeni"
Erich Shan,0,accept,2.4,Role,conceptual,0.0,3,3,2,1,2,True,True,"<p>I wish to use <code>promtool</code> to run unit tests against alerts that I have setup e.g.</p>
<pre><code>promtool test rules alert-test.yaml
</code></pre>
<p>Here's an example test file:</p>
<pre"
user3270211,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to print out the kubernetes version and client version with Ansible however the output comes with slashes and how can I remove the brackets for a more cleaner output?</p>
<pre><code>- n"
Rajib Mitra,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have worked with Jenkins X which is Jenkins running in Kubernetes cluster and I am seeing a new feature in the <a href=""https://marketplace.gcr.io/google/jenkins"" rel=""nofollow noreferrer"">Google"
Aryaman,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to kill a container using client-go and <a href=""https://github.com/kubernetes-sigs/e2e-framework/blob/1af0fd64ebd2474f40cbb1a29c8997ed56aba89d/klient/k8s/resources/resources.go#L293"" r"
USR,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a executed  <code>command1 | command2</code>  which runs from inside a container.</p>
<p>I am trying to run the same command by passing it to the running container, but it doesn't work.
I tr"
Abhijit,0,review,1.8,Deployment,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I have created a K8 service account token using following command;</p>
<pre><code>kubectl create serviceaccount test-sat-account
</code></pre>
<p>I have deployment yaml for a dotnet service and I a"
ankur-AJ,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a configmap.yaml file as below :</p>
<pre><code>apiVersion: v1
kind: ConfigMap
metadata:
  name: abc
  namespace: monitoring
  labels:
    app: abc
    version: 0.17.0
data:
  application.ym"
Sabo Boz,0,accept,2.05,Pod,yaml_gen,0.3,3,2,3,1,2,True,False,"<p>I have a pod which I want to insert the following annotation for:</p>
<pre><code>annotationexample: |
      [
        {
          &quot;a&quot;: &quot;b&quot;,
          &quot;c&quot;: &quot;d&quot"
CuriousMind,0,discard_score,1.7,Namespace,conceptual,0.0,1,3,2,1,1,True,True,"<p>I have been using following snippet to manage kubernetes auto scaling with terraform</p>
<pre><code>resource &quot;helm_release&quot; &quot;cluster-autoscaler&quot; {
  depends_on = [
    module.ek"
S N,0,discard_score,1.6,Service,conceptual,0.3,2,1,3,1,3,True,False,"<p>I've a docker container based ReactJS based app, a shell script is defined in docker image as the ENTRYPOINT, and I'm able to use docker run image-name successfully.</p>
<p>Now the task is to use t"
hotmeatballsoup,0,discard_score,1.35,Pod,yaml_gen,0.3,1,2,3,1,1,True,False,"<p>I have setup a Postgres pod on my Kubernetes cluster, and I am trying to troubleshoot it a bit.</p>
<p>I would like to use the <a href=""https://hub.docker.com/_/postgres"" rel=""nofollow noreferrer"">"
Pradeep Padmanaban C,0,accept,2.1,Pod,followup,0.0,2,3,2,1,2,True,True,"<p>Now i have Pods as Kubernetes structs wiht the help of the command</p>
<pre><code>pods , err := clientset.CoreV1().Pods(&quot;namespace_String&quot;).List(context.TODO(), metav1.ListOptions{})
</co"
Rahul Sharma,0,discard_g2,0.0,Cronjob,conceptual,0.0,0,0,0,0,0,True,True,"<p>Cron template</p>
<pre><code>kind: CronJob
metadata:
  name: some-example
  namespace: some-example
spec:
  schedule: &quot;* 12 * * *&quot;
  jobTemplate:
    spec:
      template:
        spec:
 "
Temp Expt,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I need to view logs a pod of specific name:
Basically, I want to see logs for the pod having name <code>infra</code> in it.</p>
<p>I'm using below command:</p>
<pre><code>kubectl logs $(kubectl get"
Alvaro Inckot,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I'm trying to expose a SignalR hub hosted in a Kubernetes (Azure) pod. Basically, the authentication and the handshake steps work fine, but when I trigger some action, all clients connected via the"
Florian,0,review,1.8,Service,conceptual,0.3,2,3,2,1,2,True,False,<p>I'm looking for a way to restart all the pods of my service. They should restart one by one so the service is always available. The restart should happen when a Python script from a different servi
larsks,0,review,1.9,Ingress,yaml_gen,0.3,3,1,3,1,3,True,False,"<p>I'm running prometheus and grafana under k3s, accessible (respectively) at <a href=""http://monitoring.internal/prometheus"" rel=""nofollow noreferrer"">http://monitoring.internal/prometheus</a> and <a"
Phyxx,0,review,1.95,Pod,conceptual,0.0,2,2,2,1,3,True,True,"<p>The HPA docs at <a href=""https://kubernetes.io/docs/tasks/run-application/horizontal-pod-autoscale-walkthrough/"" rel=""nofollow noreferrer"">https://kubernetes.io/docs/tasks/run-application/horizonta"
Vikas Budhwat,0,discard_score,1.4,Deployment,conceptual,0.3,2,1,2,1,3,True,False,"<p>we have kubernetes deployment controller build using kubebuilder.
in controller we are updating ConfigMap in controller and then want all pods backed by deployment to restart so latest ConfigMap wi"
Nomnom,0,discard_score,1.55,Deployment,conceptual,0.3,2,2,2,1,2,True,False,"<p>If a Helm deployment's status is <code>failed</code>, what can I do to determine what made it fail?</p>"
Prashant Raghav,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have added a map in my values.yaml file like below</p>
<pre><code>defaultview:
  journey:
    ce5f164c-ae0f-11e7-9220-c7137b83fb6a: 45
    abc: -1
    pqr: 30
</code></pre>
<p>I read this propert"
Samselvaprabu,0,accept,2.2,PersistentVolumeClaim,followup,0.0,2,3,2,1,3,True,True,"<p>In my machines , 4 pvc are created. Now i need to get all volume name associated with the pvc in a list. Then those list will be passed to storage array and i will ensure that the volumes are creat"
EilonA,0,discard_score,1.1,Pod,yaml_gen,0.3,1,1,3,1,1,True,False,"<p>I've decided to run a podTemplate with one container of main.</p>
<ol>
<li>Why does my pod template configuration include JNLP? What is needed for? can I have only my pod with my container with my "
snugghash,0,review,1.95,Deployment,followup,0.3,3,2,2,1,3,True,False,"<p>Kubernetes kind <code>Deployment</code> doesn't allow patch changes in <code>spec.selector.matchLabels</code>, so any new deployments (managed by Helm or otherwise) that want to change the labels c"
Shuzheng,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I've been using <code>kubectl -vvvv ...</code> a lot to learn about the different HTTP requests sent to the API server for different commands.</p>
<p>However, I cannot seem to find a way of achievi"
unitop,0,accept,2.15,Deployment,yaml_gen,0.3,3,2,3,1,3,True,False,<p>I'm updating some of my Kubernetes configurations to use <code>'replacements'</code> and <code>'resources'</code> in kustomize as <code>'vars'</code> and <code>'bases'</code> have been deprecated.<
Traiano Welcome,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm currently using the Kubernetes Plugin for Jenkins to on-demand provision Jenkins workers on my kubernetes cluster. </p>

<p>A base image for the worker node is stored in my (artifactory) docker"
Anurag_BEHS,0,discard_g2,0.0,Clusterrolebinding,conceptual,0.0,0,0,0,0,0,True,True,"<p>For default service account I have creating clusterrolebinding for cluster role=cluster-admin <br>using below kubectl command</p>
<pre><code>kubectl create clusterrolebinding add-on-cluster-admin -"
Daryl,0,discard_score,1.7,Ingress,yaml_gen,0.3,3,1,3,1,1,True,False,"<p>I am new to kustomize and trying to figure out how to patch my ingress that is running via OpenShift Container Platform.</p>
<p>The base config works fine and the overlay was working until I introd"
shrimpy,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have 2 EKS clusters, in 2 different AWS accounts and with, I might assume, different firewalls (which I don't have access to). The first one (Dev) is all right, however, with the same configurati"
Bercovici Adrian,0,review,1.9,Pod,conceptual,0.0,1,3,2,1,3,True,True,"<p>I am running a load test over a kubernetes pod and i want to sample every 5 minutes the CPU and memory usage of it.
I was currently manually using the linux <code>top</code> command over the kubern"
Christian Fuchs,0,review,1.8,Ingress,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I have been working with one <a href=""https://kubectl.docs.kubernetes.io/references/kustomize/builtins/#_patchesjson6902_"" rel=""nofollow noreferrer""><code>patchesJson6902</code></a> clause in my Ku"
Phyxx,0,review,1.9,Ingress,conceptual,0.3,2,3,2,1,3,True,False,"<p>When creating an ingress resource in GCE using the Nginx ingress controller, the ingress resource is stuck on ""Creating ingress"". Any custom annotations appear to be lost, but I can access the URL "
KRM,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Trying to access Kubernetes dashboard (Azure AKS) by using below command but getting error as attached.</p>
<pre><code>az aks browse --resource-group rg-name --name aks-cluster-name --listen-port 8"
james gem,0,accept,2.35,Job,relationship,0.0,3,2,3,1,2,True,True,"<pre><code>apiVersion: batch/v1
kind: Job
metadata:
  name: echo-job
spec:
  template:
    metadata:
      name: echo
    spec:
      containers:
      - name: echo
        image: busybox
        comm"
Samselvaprabu,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I need to get node name and IP address of each node and then create dictionary object.  I am able to get Kubernetes node list using below command   </p>

<pre><code> - hosts: k8s

  tasks:
  - name"
sschoebinger,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I tried to configure envoy in my kubernetes cluster by following this example: <a href=""https://www.envoyproxy.io/docs/envoy/latest/start/quick-start/configuration-dynamic-filesystem"" rel=""nofollow"
yasin mohammed,0,review,1.8,Pod,yaml_gen,0.3,3,1,3,1,2,True,False,<p>I am using fluentbit as a pod deployment where I am creating many fluentbit pods which are attached to azure blob containers. Since multiple pods exist I tried adding tolerations as I did on daemon
Phyxx,0,accept,2.35,Secret,yaml_gen,0.0,3,2,3,1,2,True,True,"<p>I'm trying to mount an <code>azureFile</code> volume on a Windows K8S pod, but I get the error </p>

<blockquote>
  <p>MountVolume.SetUp failed for volume ""azure-file-share"" : azureMount:
  SmbGlob"
M__,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a local minikube cluster on hyper-v, when i try to pull images from my private repository i get this error :</p>

<p><em>Failed to pull image ""my-repolink/image"": rpc error: code = Unknown d"
MCI,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want all members of security group <code>sg-a</code> to be able to access several ports, e.g. 6443 (kubernetes api server), on all instances in <code>sg-a</code>: including themselves. </p>

<p>I"
Phyxx,0,discard_score,1.75,Pod,relationship,0.3,2,2,3,1,2,True,False,<p>I have KeyCloak Gateway running successfully locally providing Google OIDC authentication for the Kubernetes dashboard. However using the same settings results in an error when the app is deployed 
Giamma,0,accept,2.15,Deployment,yaml_gen,0.3,3,2,3,1,3,True,False,"<p>I'm deploying a pod written in quarkus in kubernetes and the startup seems to go fine. But there's a problem with readiness and liveness that result unhealthy.
For metrics I'm using smallrye metric"
Sankar,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have deployed kibana in a kubernetes environment. If I give that a LoadBalancer type Service, I could access it fine. However, when I try to access the same via a nginx-ingress it fails. The conf"
briconaut,0,accept,2.4,Pod,yaml_gen,0.3,3,3,3,1,3,True,False,"<p>I want to add an initContainer to all of my pods (with a specific annotation) in my kustomize base. The newly added init container should be the first init container. My patch looks like this.</p>
"
gr7,0,discard_score,1.6,Ingress,followup,0.3,1,3,2,1,3,True,False,<p>I have created an pub/sub topic to which I will publish a message every time an new object is uploaded to the bucket. Now I want to create a subscription to push a notification to an endpoint every
Pradeep Padmanaban C,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have tried to list pods based on labels</p>
<pre><code>    // Kubernetes client - package kubernetes
    clientset := kubernetes.NewForConfigOrDie(config)

    // create a temp list for storage 
"
yevtsy,0,review,1.9,Service,conceptual,0.3,2,3,2,1,3,True,False,"<p>I have a simple Spring Boot application, deployed on k8s (2 pods).
Briefly described this application takes messages from producer and process them to the consumer. Nothing complicated. </p>

<p>UP"
Sanjay Chintha,0,discard_score,1.25,Job,conceptual,0.3,1,2,2,1,2,True,False,"<p>I have create cron job in kubernetes and I have ssh key in one of  pod directory. when I am executing from command line its working fine, but when I am manually triggered , cron job is not recogniz"
Phyxx,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>We have an issue in an AKS cluster running Kubernetes 1.13.5. The symptoms are:</p>

<ul>
<li>Pods are randomly restarted</li>
<li>The ""Last State"" is ""Terminated"", the ""Reason"" is ""Error"" and the "
